category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app*,"File type not allowed","Ruxsat etilmagan fayl turi","Рухсат этилмаган файл тури","Тип файла не разрешен",,,,,,
app*,"Maximum number of files exceeded","Fayllarning maksimal sonidan oshib ketdi","Файлларнинг максимал сонидан ошиб кетди","Превышено максимальное количество файлов",,,,,,
yii," and ",,,,,,,,,
yii,and,va,ва,и,,,,,,
yii,"An internal server error occurred.",,,,,,,,,
yii,"Are you sure you want to delete this item?","Haqiqatan ham ushbu elementni o'chirmoqchimisiz?","Ҳақиқатан ушбу элементни ўчирмоқчимисиз?","Вы уверены, что хотите удалить этот элемент?",,,,,,
yii,"{attribute} cannot be blank.","{attribute} bo'sh bo'lishi mumkin emas","{attribute} бўш бўлиши мумкин эмас.","{attribute} не может быть пустым.",,,,,,
yii,"{attribute} contains wrong subnet mask.","{attribute} noto‘g‘ri tarmoq maskasiga ega","{attribute} нотўғри тармоқ маскасига эга.","{attribute} содержит неверную маску подсети.",,,,,,
yii,"{attribute} is invalid.","{attribute} noto‘g‘ri","{attribute} нотўғри.","{attribute} недействителен.",,,,,,
yii,"{attribute} is not a valid email address.","{attribute} amaldagi elektron pochta manzili emas","{attribute} амалдаги электрон почта манзили эмас.","{attribute} не является действительным адресом электронной почты.",,,,,,
yii,"{attribute} is not in the allowed range.","{attribute} ruxsat etilgan diapazondan tashqarida","{attribute} рухсат этилган диапазондан ташқарида","{attribute} находится вне допустимого диапазона.",,,,,,
yii,"{attribute} must be an integer.","{attribute} butun son bo'lishi kerak","{attribute} бутун сон бўлиши керак.","{attribute} должен быть целым числом.",,,,,,
yii,"{attribute} must be an IP address with specified subnet.","{attribute} berilgan tarmoq IP-adresi bo‘lishi kerak","{attribute} берилган тармоқ IP-адреси бўлиши керак.","{attribute} должен быть IP-адресом с указанной подсетью.",,,,,,
yii,"{attribute} must be a number.","{attribute} son bo'lishi kerak","{attribute} сон бўлиши керак.","{attribute} должен быть числом.",,,,,,
yii,"{attribute} must be a string.","{attribute} belgilardan iborat bo‘lishi kerak","{attribute} белгилардан иборат бўлиши керак.","{attribute} должен быть строкой.",,,,,,
yii,"{attribute} must be a valid IP address.","{attribute} haqiqiy amaldagi IP-adres bo‘lishi kerak","{attribute} ҳақиқий амалдаги IP-адрес бўлиши керак.","{attribute} должен быть действительным IP-адресом.",,,,,,
yii,"{attribute} must be either ""{true}"" or ""{false}"".","{attribute} yoki ""{true}"", yoki ""{false}"" bo'lishi kerak","{attribute} ёки ""{true}"", ёки ""{false}"" бўлиши керак.","{attribute} должен быть либо ""{true}"", либо ""{false}"".",,,,,,
yii,"{attribute} must be greater than ""{compareValueOrAttribute}"".","{attribute} qiymati ""{compareValueOrAttribute}"" dan katta bo'lishi kerak","{attribute} қиймати ""{compareValueOrAttribute}"" дан катта бўлиши керак","Значение {attribute} должен быть больше, чем ""{compareValueOrAttribute}""","{attribute} must be greater than ""{compareValueOrAttribute}""",,,,,
yii,"{attribute} must be no greater than {max}.","{attribute} {max} dan oshmasligi kerak","{attribute} {max} дан ошмаслиги керак.","{attribute} не должен превышать {max}",,,,,,
yii,"{attribute} must be no less than {min}.","{attribute} {min} dan kam bo‘lmasligi kerak","{attribute} {min} дан кам бўлмаслиги керак.","{attribute} должен быть не менее {min}.",,,,,,
yii,"{attribute} must not be an IPv4 address.","{attribute} IPv4 adres bo‘lmasligi kerak","{attribute} IPv4 адрес бўлмаслиги керак.","{attribute} не должен быть адресом IPv4.",,,,,,
yii,"{attribute} must not be an IPv6 address.","{attribute} IPv6 adres bo‘lmasligi kerak","{attribute} IPv6 адрес бўлмаслиги керак.","{attribute} не должен быть адресом IPv6.",,,,,,
yii,"{attribute} must not be a subnet.","{attribute} osttarmoq bo‘lmasligi kerak","{attribute} осттармоқ бўлмаслиги керак.","{attribute} не должен быть подсетью.",,,,,,
yii,"{attribute} should contain at least {min, number} {min, plural, one{character} other{characters}}.","{attribute} kamida {min, number} {min, plural, one{character} other{characters}} qiymatga ega bo'lishi kerak.","{attribute} камида {min, number} {min, plural, one{character} other{characters}} қийматга эга бўлиши керак","{attribute} должен содержать не менее {min, number} {min, plural, one{character} other{characters}}.",,,,,,
yii,"{attribute} should contain at most {max, number} {max, plural, one{character} other{characters}}.","{attribute} ko'pi bilan {max, number} {max, plural, one{character} other{characters}} qiymatga ega bo‘lishi kerak","{attribute} кўпи билан {max, number} {max, plural, one{character} other{characters}} қийматга эга бўлиши керак.","{attribute} должен содержать не более {max, number} {max, plural, one{character} other{characters}}.",,,,,,
yii,"{attribute} ""{value}"" has already been taken.","{attribute} ""{value}"" dan allaqachon foydalanilgan","{attribute} ""{value}"" дан аллақачон фойдаланилган","{attribute} ""{value}"" уже используется","{attribute} ""{value}"" has already been taken",,,,,
yii,"File upload failed.","Faylni yuklashda xatolik bo‘ldi.","Файлни юклашда хатолик бўлди.","Ошибка загрузки файла.",,,,,,
yii,Home,Asosiy,Асосий,Основной,,,,,,
yii,"Login Required","Kirish talab etiladi","Кириш талаб этилади","Требуется логин",,,,,,
yii,"Missing required parameters: {params}",,,,,,,,,
yii,"{nFormatted} B",,,,,,,,,
yii,"{nFormatted} KiB",,,,,,,,,
yii,"{nFormatted} MiB","{nFormatted} MiB","{nFormatted} MiB","{nFormatted} MiB",,,,,,
yii,"{nFormatted} {n, plural, =1{byte} other{bytes}}",,,,,,,,,
yii,"{nFormatted} {n, plural, =1{kibibyte} other{kibibytes}}","{nFormatted} {n, plural, =1{kibibyte} other{kibibytes}}","{nFormatted} {n, plural, =1{kibibyte} other{kibibytes}}","{nFormatted} {n, plural, =1{kibibyte} other{kibibytes}}",,,,,,
yii,"{nFormatted} {n, plural, =1{mebibyte} other{mebibytes}}","{nFormatted} {n, plural, =1{mebibyte} other{mebibytes}}","{nFormatted} {n, plural, =1{mebibyte} other{mebibytes}}","{nFormatted} {n, plural, =1{mebibyte} other{mebibytes}}",,,,,,
yii,No,Yo‘q,Йўқ,Нет,,,,,,
yii,"No results found.","Xech narsa topilmadi","Хеч нарса топилмади","Результатов не найдено.",,,,,,
yii,"(not set)",(berilmagan),(берилмаган),"(не задано)",,,,,,
yii,"Only files with these extensions are allowed: {extensions}.","Faqat ushbu turdagi fayllarga ruxsat etilgan: {extensions}","Фақат ушбу турдаги файлларга рухсат этилган: {extensions}","Разрешены только файлы с этими расширениями: {extensions}.",,,,,,
yii,"Only files with these MIME types are allowed: {mimeTypes}.","Faqat ushbu MIME turdagi fayllarga ruxsat etilgan: {mimeTypes}","Фақат ушбу MIME турдаги файлларга рухсат этилган: {mimeTypes}","Разрешены только файлы с этими типами MIME: {mimeTypes}.",,,,,,
